0,id,name,url,phone,latitude,longitude,address,city,postal_code
685,hillside-supper-club-san-francisco-2,Hillside Supper Club,http://www.yelp.com/biz/hillside-supper-club-san-francisco-2,4152856005,300 Precita Ave,San Francisco,94110,37.7465489819735,-122.41361618042
686,egg-cream-cart-san-francisco,Egg Cream Cart,http://www.yelp.com/biz/egg-cream-cart-san-francisco,4153736537,1325 Hampshire St,San Francisco,94110,37.7509497,-122.4069642
687,shama-coffee-shop-san-francisco,SHAMA coffee shop,http://www.yelp.com/biz/shama-coffee-shop-san-francisco,4156950560,2310 Mission,San Francisco,94110,37.748423,-122.413671
688,la-espiga-de-oro-san-francisco,La Espiga De Oro,http://www.yelp.com/biz/la-espiga-de-oro-san-francisco,4158261363,2916 24th St,San Francisco,94110,37.7527704,-122.4104463
689,tainos-puerto-rican-food-san-francisco,Tainos Puerto Rican Food,http://www.yelp.com/biz/tainos-puerto-rican-food-san-francisco,6504587969,2948 Folsom St,San Francisco,94110,37.7501387,-122.4140187
690,k-and-b-market-san-francisco,K & B Market,http://www.yelp.com/biz/k-and-b-market-san-francisco,4156484344,2887 Bryant St,San Francisco,94110,37.7485109,-122.4085831
691,tortas-los-picudos-san-francisco,Tortas Los Picudos,http://www.yelp.com/biz/tortas-los-picudos-san-francisco,4158244199,2969 24th St,San Francisco,94110,37.7525397,-122.4113488
692,el-ferrito-san-francisco,El Ferrito,http://www.yelp.com/biz/el-ferrito-san-francisco,,Mission St & 19th St,San Francisco,94110,37.748423,-122.413671
693,azalinas-san-francisco,Azalina's,http://www.yelp.com/biz/azalinas-san-francisco,4154072038,2948 Folsom St,San Francisco,94110,37.750172,-122.414199
694,ls-caffe-san-francisco,L's Caffe,http://www.yelp.com/biz/ls-caffe-san-francisco,4152060274,2871 24th St,San Francisco,94110,37.7526779,-122.4095919
695,la-palma-mexicatessen-san-francisco,La Palma Mexicatessen,http://www.yelp.com/biz/la-palma-mexicatessen-san-francisco,4156471500,2884 24th St,San Francisco,94110,37.7528426,-122.4100064
696,puerto-alegre-restaurant-no-2-san-francisco,Puerto Alegre Restaurant No 2,http://www.yelp.com/biz/puerto-alegre-restaurant-no-2-san-francisco,4152851783,2950 25th St,San Francisco,94110,37.751378,-122.409183
697,sous-beurre-kitchen-san-francisco,Sous Beurre Kitchen,http://www.yelp.com/biz/sous-beurre-kitchen-san-francisco,4158265867,2862 24th St,San Francisco,94110,37.7528582,-122.4095939
698,belmar-la-gallinita-meat-market-san-francisco,Belmar - La Gallinita Meat Market,http://www.yelp.com/biz/belmar-la-gallinita-meat-market-san-francisco,4158264600,2989 24th St,San Francisco,94110,37.7526411,-122.4117139
699,purple-hibiscus-san-francisco,Purple Hibiscus,http://www.yelp.com/biz/purple-hibiscus-san-francisco,,2948 Folsom St,San Francisco,94110,37.750172,-122.414199
700,el-farolito-san-francisco-4,El Farolito,http://www.yelp.com/biz/el-farolito-san-francisco-4,4156410758,2950 24th St,San Francisco,94110,37.7527321,-122.4111265
701,el-tomate-restaurant-san-francisco-2,El Tomate Restaurant,http://www.yelp.com/biz/el-tomate-restaurant-san-francisco-2,4157101798,2904 24th St,San Francisco,94110,37.7527962,-122.41032
702,la-torta-gorda-san-francisco,La Torta Gorda,http://www.yelp.com/biz/la-torta-gorda-san-francisco,4156429600,2833 24th St,San Francisco,94110,37.7528044,-122.4087688
703,la-victoria-mexican-bakery-and-cafe-san-francisco,La Victoria Mexican Bakery & Cafe,http://www.yelp.com/biz/la-victoria-mexican-bakery-and-cafe-san-francisco,4156427120,2937 24th St,San Francisco,94110,37.7526202,-122.4109945
704,sushi-bistro-san-francisco-4,Sushi Bistro,http://www.yelp.com/biz/sushi-bistro-san-francisco-4,4152822001,2809 24th St,San Francisco,94118,37.7527732,-122.4084607
705,st-francis-fountain-san-francisco,St. Francis Fountain,http://www.yelp.com/biz/st-francis-fountain-san-francisco,4158264210,2801 24th St,San Francisco,94110,37.7527721,-122.4083327
706,roosevelt-tamale-parlor-san-francisco,Roosevelt Tamale Parlor,http://www.yelp.com/biz/roosevelt-tamale-parlor-san-francisco,4158242600,2817 24th St,San Francisco,94110,37.7527571,-122.4086151
707,sajen-catering-san-francisco,Sajen Catering,http://www.yelp.com/biz/sajen-catering-san-francisco,4152641835,2948 Folsom St,San Francisco,94110,37.750172,-122.414199
708,tio-chilos-grill-san-francisco,Tio Chilo's Grill,http://www.yelp.com/biz/tio-chilos-grill-san-francisco,4152851382,2872 24th St,San Francisco,94110,37.7528406,-122.4097857
709,taqueria-vallarta-san-francisco,Taqueria Vallarta,http://www.yelp.com/biz/taqueria-vallarta-san-francisco,4158268116,3033 24th St,San Francisco,94110,37.7525952,-122.4125284
710,pals-takeaway-san-francisco-3,Pal's Takeaway,http://www.yelp.com/biz/pals-takeaway-san-francisco-3,4152034911,Tony's Market,San Francisco,94110,37.75281770577,-122.40740257851999
711,punjab-restaurant-san-francisco,Punjab Restaurant,http://www.yelp.com/biz/punjab-restaurant-san-francisco,4152824011,2838 24th St,San Francisco,94110,37.7528949,-122.4090267
712,mings-fong-lam-san-francisco,Ming's Fong Lam,http://www.yelp.com/biz/mings-fong-lam-san-francisco,4158242878,2878 24th St,San Francisco,94110,37.7528366,-122.4098488
713,mission-groceteria-san-francisco,Mission Groceteria,http://www.yelp.com/biz/mission-groceteria-san-francisco,4156480275,2950 23rd St,San Francisco,94110,37.7543914,-122.4112314
714,taqueria-san-francisco-san-francisco,Taqueria San Francisco,http://www.yelp.com/biz/taqueria-san-francisco-san-francisco,4156411770,2794 24th St,San Francisco,94110,37.7529693,-122.4080869
715,pig-and-pie-san-francisco,Pig & Pie,http://www.yelp.com/biz/pig-and-pie-san-francisco,4154018770,2962 24th St,San Francisco,94110,37.75289,-122.411391
716,el-gallo-giro-taco-truck-san-francisco,El Gallo Giro Taco Truck,http://www.yelp.com/biz/el-gallo-giro-taco-truck-san-francisco,,23rd St & Treat St,San Francisco,94110,37.75417,-122.4131527
717,izalco-restaurant-san-francisco,Izalco Restaurant,http://www.yelp.com/biz/izalco-restaurant-san-francisco,4152069788,2904 24th St,San Francisco,94110,37.7527962,-122.41032
718,el-delfin-san-francisco,El Delfin,http://www.yelp.com/biz/el-delfin-san-francisco,4156437955,3066 24th St,San Francisco,94110,37.7525447,-122.4134187
719,eagle-dogs-san-francisco,Eagle Dogs,http://www.yelp.com/biz/eagle-dogs-san-francisco,,24th St & Treat Ave,San Francisco,94110,37.752573,-122.412995
720,dagwood-and-scoops-san-francisco,Dagwood and Scoops,http://www.yelp.com/biz/dagwood-and-scoops-san-francisco,4158143459,2736 24th St,San Francisco,94110,37.7530118,-122.4072164
721,margaritas-restaurant-san-francisco,Margarita's Restaurant,http://www.yelp.com/biz/margaritas-restaurant-san-francisco,4158265530,2833 24th St,San Francisco,94110,37.7528182,-122.4087699
722,zoes-bar-and-restaurant-san-francisco,Zoe's Bar & Restaurant,http://www.yelp.com/biz/zoes-bar-and-restaurant-san-francisco,4152603214,3088 24th St,San Francisco,94110,37.752707,-122.413791
723,sun-rise-restaurant-san-francisco-2,Sun Rise Restaurant,http://www.yelp.com/biz/sun-rise-restaurant-san-francisco-2,4152061219,3126 24th St,San Francisco,94110,37.7525031,-122.4147227
724,taqueria-guadalajara-san-francisco-2,Taqueria Guadalajara,http://www.yelp.com/biz/taqueria-guadalajara-san-francisco-2,4156424892,3146 24th St,San Francisco,94112,37.7524952,-122.4151048
725,local-mission-eatery-san-francisco,Local: Mission Eatery,http://www.yelp.com/biz/local-mission-eatery-san-francisco,4156553422,3111 24th St,San Francisco,94110,37.7524,-122.4144702
726,usulutan-restaurant-san-francisco,Usulutan Restaurant,http://www.yelp.com/biz/usulutan-restaurant-san-francisco,4158249968,2990 24th St,San Francisco,94110,37.7528019,-122.4118122
727,ayutla-restaurant-san-francisco,Ayutla Restaurant,http://www.yelp.com/biz/ayutla-restaurant-san-francisco,4155291227,2778 24th st,San Francisco,94110,37.753107,-122.407806
728,el-nuevo-frutilandia-san-francisco,El Nuevo Frutilandia,http://www.yelp.com/biz/el-nuevo-frutilandia-san-francisco,4156482958,3077 24th St,San Francisco,94110,37.7525284,-122.4134296
729,manivanh-thai-restaurant-san-francisco,Manivanh Thai Restaurant,http://www.yelp.com/biz/manivanh-thai-restaurant-san-francisco,4158246059,2732 24th St,San Francisco,94110,37.7530445,-122.4070585
730,wise-sons-jewish-delicatessen-san-francisco,Wise Sons Jewish Delicatessen,http://www.yelp.com/biz/wise-sons-jewish-delicatessen-san-francisco,4157873354,3150 24th St,San Francisco,94110,37.7524333,-122.4151876
731,locals-corner-san-francisco,Local's Corner,http://www.yelp.com/biz/locals-corner-san-francisco,4158007945,2500 Bryant St,San Francisco,94110,37.7543895,-122.4092865
732,la-parrilla-grill-san-francisco-7,La Parrilla Grill,http://www.yelp.com/biz/la-parrilla-grill-san-francisco-7,4155501193,2801 Folsom St,San Francisco,94110,37.752364,-122.413729
733,casa-sanchez-san-francisco-2,Casa Sanchez,http://www.yelp.com/biz/casa-sanchez-san-francisco-2,4152822400,2778 24th St,San Francisco,94110,37.753107,-122.407806
734,23rd-and-treat-taco-truck-san-francisco,23rd & Treat Taco Truck,http://www.yelp.com/biz/23rd-and-treat-taco-truck-san-francisco,,23rd St & Treat Ave,San Francisco,94110,37.75417,-122.4131527
735,j-and-e-restaurant-san-francisco,J & E Restaurant,http://www.yelp.com/biz/j-and-e-restaurant-san-francisco,4152825177,2537 24th St,San Francisco,94110,37.753082,-122.4050153
736,jeffs-sub-shop-san-francisco,Jeff's Sub Shop,http://www.yelp.com/biz/jeffs-sub-shop-san-francisco,4152822756,1101 Potrero Avenue,San Francisco,94110,37.7544313,-122.4064121
737,la-parrilla-grill-san-francisco-2,La Parrilla Grill,http://www.yelp.com/biz/la-parrilla-grill-san-francisco-2,8005501185,2801 Folsom St,San Francisco,94110,37.752364,-122.413729
738,magic-falafal-san-francisco,Magic Falafal,http://www.yelp.com/biz/magic-falafal-san-francisco,4152829155,3101 24th Street,San Francisco,94110,37.7523522,-122.4142997
739,wok-and-go-san-francisco,Wok & Go,http://www.yelp.com/biz/wok-and-go-san-francisco,4156424313,2700 24th St,San Francisco,94110,37.7530641,-122.4065727
740,daily-zen-bento-san-francisco,Daily Zen Bento,http://www.yelp.com/biz/daily-zen-bento-san-francisco,4152858863,2800 Bryant St,San Francisco,94110,37.7484011,-122.4087381
741,catering-with-style-san-francisco,Catering With Style,http://www.yelp.com/biz/catering-with-style-san-francisco,4152858863,2800 Bryant St,San Francisco,94110,37.7495964,-122.4088435
742,mission-soul-san-francisco,Mission Soul,http://www.yelp.com/biz/mission-soul-san-francisco,4153598205,2937 24th St,San Francisco,94110,37.7526202,-122.4109945
743,grand-seven-food-liquer-and-deli-san-francisco,Grand Seven Food Liquer & Deli,http://www.yelp.com/biz/grand-seven-food-liquer-and-deli-san-francisco,4158260455,1740 Cesar Chavez,San Francisco,94124,37.7503028,-122.3940652
744,mariposa-cafeteria-san-francisco,Mariposa Cafeteria,http://www.yelp.com/biz/mariposa-cafeteria-san-francisco,4152855105,1599 Tennessee St,San Francisco,94107,37.751674,-122.388412
745,taco-stop-san-francisco,Taco Stop,http://www.yelp.com/biz/taco-stop-san-francisco,,Cesar Chavez & Indiana,San Francisco,94124,37.7500291,-122.3904429
746,cafe-phoenix-san-francisco,Cafe Phoenix,http://www.yelp.com/biz/cafe-phoenix-san-francisco,4152829675,1234 Indiana St,San Francisco,94107,37.7547221,-122.3910314
747,little-osaka-san-francisco,Little Osaka,http://www.yelp.com/biz/little-osaka-san-francisco,4152671871,1234 Indiana St,San Francisco,94107,37.754758,-122.391203
748,idia-leighs-timeline-san-francisco,Idia Leigh's Timeline,http://www.yelp.com/biz/idia-leighs-timeline-san-francisco,4046682364,1700 Cesar Chavez St,San Francisco,94124,37.7499893,-122.3933366
749,eggettes-san-francisco,Eggettes,http://www.yelp.com/biz/eggettes-san-francisco,4156818818,3136 Noriega St,San Francisco,94122,37.753444,-122.4976011
750,dominos-pizza-san-francisco,Domino's Pizza,http://www.yelp.com/biz/dominos-pizza-san-francisco,4156818100,3116 Noriega St,San Francisco,94122,37.7534576,-122.4971792
751,fujiyama-ya-japanese-restaurant-san-francisco,Fujiyama-Ya Japanese Restaurant,http://www.yelp.com/biz/fujiyama-ya-japanese-restaurant-san-francisco,4156651772,1234 Noriega St,San Francisco,94122,37.7542202,-122.4768549
752,lanna-thai-restaurant-san-francisco,Lanna Thai Restaurant,http://www.yelp.com/biz/lanna-thai-restaurant-san-francisco,4156658080,1245 Noriega St,San Francisco,94122,37.7541195,-122.4773157
753,cafe-bakery-and-restaurant-san-francisco-2,Cafe Bakery & Restaurant,http://www.yelp.com/biz/cafe-bakery-and-restaurant-san-francisco-2,4156616116,1365 Noriega St,San Francisco,94122,37.7540738,-122.4782394
754,new-jumbo-seafood-restaurant-san-francisco,New Jumbo Seafood Restaurant,http://www.yelp.com/biz/new-jumbo-seafood-restaurant-san-francisco,4156811800,1532 Noriega St,San Francisco,94122,37.7542176,-122.4803934
755,won-ton-house-san-francisco,Won Ton House,http://www.yelp.com/biz/won-ton-house-san-francisco,4157536688,1325 Noriega St,San Francisco,94122,37.7540775,-122.478039
756,ice-house-san-francisco,Ice House,http://www.yelp.com/biz/ice-house-san-francisco,4156616888,1311 Noriega St,San Francisco,94122,37.7541799,-122.4779381
757,little-beijing-restaurant-san-francisco,Little Beijing Restaurant,http://www.yelp.com/biz/little-beijing-restaurant-san-francisco,4156816012,1316 Noriega St,San Francisco,94122,37.7543055,-122.4779822
758,golden-island-cafe-san-francisco,Golden Island Cafe,http://www.yelp.com/biz/golden-island-cafe-san-francisco,4157599118,1300 Noriega St,San Francisco,94122,37.7541975,-122.4775552
759,828-asian-cafe-san-francisco,828 Asian Cafe,http://www.yelp.com/biz/828-asian-cafe-san-francisco,4157599088,1501 Noriega St,San Francisco,94122,37.7539946,-122.4798286
760,thai-nghiep-ky-mi-gia-san-francisco,Thai Nghiep Ky Mi Gia,http://www.yelp.com/biz/thai-nghiep-ky-mi-gia-san-francisco,4156828528,1427 Noriega St,San Francisco,94122,37.7541269,-122.4791153
761,peking-restaurant-san-francisco,Peking Restaurant,http://www.yelp.com/biz/peking-restaurant-san-francisco,4156652199,1375 Noriega St,San Francisco,94122,37.7540386,-122.4783044
762,gazebo-chinese-cuisine-san-francisco,Gazebo Chinese Cuisine,http://www.yelp.com/biz/gazebo-chinese-cuisine-san-francisco,4156828999,1310 Noriega St,San Francisco,94122,37.7542935,-122.4778258
763,tin-wong-restaurants-san-francisco,Tin Wong Restaurants,http://www.yelp.com/biz/tin-wong-restaurants-san-francisco,4157591681,1240 Noriega St,San Francisco,94122,37.7543299,-122.4772044
764,menkee-wonton-san-francisco,Menkee Wonton,http://www.yelp.com/biz/menkee-wonton-san-francisco,4155662203,1701 Noriega St,San Francisco,94122,37.7538775,-122.482055
765,pine-restaurant-san-francisco-3,Pine Restaurant,http://www.yelp.com/biz/pine-restaurant-san-francisco-3,4156658548,1330 Noriega St,San Francisco,94122,37.7542857,-122.4781398
766,wasabi-sushi-san-francisco-2,Wasabi Sushi,http://www.yelp.com/biz/wasabi-sushi-san-francisco-2,4156619128,1243 Noriega St,San Francisco,94122,37.7541058,-122.4772552
767,ly-garden-san-francisco,Ly Garden,http://www.yelp.com/biz/ly-garden-san-francisco,4155642788,1310 Noriega St,San Francisco,94122,37.7542935,-122.4778258
768,fus-noodle-house-san-francisco,Fu's Noodle House,http://www.yelp.com/biz/fus-noodle-house-san-francisco,,1501 Noriega  St,San Francisco,94122,37.7539946,-122.4798286
769,lotus-san-francisco-3,Lotus,http://www.yelp.com/biz/lotus-san-francisco-3,,1395 Noriega St,San Francisco,94122,37.7540568,-122.478488
770,noriega-teriyaki-house-san-francisco,Noriega Teriyaki House,http://www.yelp.com/biz/noriega-teriyaki-house-san-francisco,4156647766,1755 Noriega St,San Francisco,94122,37.7538519,-122.4826791
771,new-hing-lung-restaurant-san-francisco,New Hing Lung Restaurant,http://www.yelp.com/biz/new-hing-lung-restaurant-san-francisco,4156618860,1556 Noriega St,San Francisco,94122,37.7542095,-122.4804877
772,green-bamboo-san-francisco,Green Bamboo,http://www.yelp.com/biz/green-bamboo-san-francisco,4155648818,1240 Noriega St,San Francisco,94122,37.7543299,-122.4772044
773,pasta-gina-san-francisco,Pasta Gina,http://www.yelp.com/biz/pasta-gina-san-francisco,4152820738,741 Diamond St,San Francisco,94114,37.7514171,-122.4363316
774,firefly-san-francisco,Firefly,http://www.yelp.com/biz/firefly-san-francisco,4158217652,4288 24th St,San Francisco,94114,37.7510282,-122.4383345
775,ristorante-bacco-san-francisco,Ristorante Bacco,http://www.yelp.com/biz/ristorante-bacco-san-francisco,4152824969,737 Diamond St,San Francisco,94114,37.7514917,-122.4361955
776,rins-thai-restaurant-san-francisco,Rin's Thai Restaurant,http://www.yelp.com/biz/rins-thai-restaurant-san-francisco,4158214776,4301 24th St,San Francisco,94114,37.7510289,-122.4384917
777,swatdee-thai-cuisine-san-francisco,Swatdee Thai Cuisine,http://www.yelp.com/biz/swatdee-thai-cuisine-san-francisco,4158248070,4166 24th St,San Francisco,94114,37.7513077,-122.4355579
778,barneys-gourmet-hamburger-san-francisco-2,Barney's Gourmet Hamburger,http://www.yelp.com/biz/barneys-gourmet-hamburger-san-francisco-2,4152827770,4138 24th St,San Francisco,94114,37.7512935,-122.435052
779,cafe-ponte-san-francisco,Cafe Ponte,http://www.yelp.com/biz/cafe-ponte-san-francisco,4152829551,751 Diamond Street,San Francisco,94114,37.751256,-122.4361767
780,thai-house-express-san-francisco-2,Thai House Express,http://www.yelp.com/biz/thai-house-express-san-francisco-2,4158645000,599 Castro St,San Francisco,94114,37.7593103,-122.4348137
781,cafe-venice-san-francisco,Cafe Venice,http://www.yelp.com/biz/cafe-venice-san-francisco,4156433385,3325 24th St,San Francisco,94110,37.7521647,-122.4190512
782,rockys-fry-bread-san-francisco,Rocky's Fry Bread,http://www.yelp.com/biz/rockys-fry-bread-san-francisco,,3318 22nd St,San Francisco,94110,37.755358,-122.42153
783,m-and-c-market-san-francisco,M & C Market,http://www.yelp.com/biz/m-and-c-market-san-francisco,4158246810,1200 Valencia St,San Francisco,94110,37.7536022,-122.420973
784,roxys-cafe-san-francisco,Roxy's Cafe,http://www.yelp.com/biz/roxys-cafe-san-francisco,4153751185,2847 Mission St,San Francisco,94110,37.7514507,-122.4183701
785,jump-start-coffee-and-grocery-san-francisco,Jump Start Coffee & Grocery,http://www.yelp.com/biz/jump-start-coffee-and-grocery-san-francisco,4156427555,1192 Guerrero St,San Francisco,94110,37.752118894686,-122.42306935858
786,el-farolito-san-francisco-2,El Farolito,http://www.yelp.com/biz/el-farolito-san-francisco-2,4158247877,2779 Mission St,San Francisco,94110,37.7526537,-122.41848
787,hot-dog-stand-23rd-and-mission-san-francisco,Hot Dog Stand 23rd and Mission,http://www.yelp.com/biz/hot-dog-stand-23rd-and-mission-san-francisco,,23rd and Mission,San Francisco,94101,37.7538452,-122.4185982
788,la-torta-sabrosa-san-francisco,La Torta Sabrosa,http://www.yelp.com/biz/la-torta-sabrosa-san-francisco,4158265622,2859 Mission St,San Francisco,94110,37.7513589,-122.4183062
789,zaytoon-wraps-san-francisco,Zaytoon Wraps,http://www.yelp.com/biz/zaytoon-wraps-san-francisco,4158241787,1136 Valencia St,San Francisco,94110,37.7546764,-122.4210681
790,arizmendi-bakery-san-francisco-2,Arizmendi Bakery,http://www.yelp.com/biz/arizmendi-bakery-san-francisco-2,4158269218,1268 Valencia St,San Francisco,94110,37.7525876,-122.420729
791,la-santaneca-de-la-mission-san-francisco,La Santaneca De La Mission,http://www.yelp.com/biz/la-santaneca-de-la-mission-san-francisco,4152852131,2815 Mission St,San Francisco,94110,37.7519539,-122.4183595
792,phat-philly-san-francisco,Phat Philly,http://www.yelp.com/biz/phat-philly-san-francisco,4155507428,3388 24th St,San Francisco,94110,37.7522227,-122.4202976
793,mr-pollo-san-francisco,Mr Pollo,http://www.yelp.com/biz/mr-pollo-san-francisco,4153745546,2823 Mission St,San Francisco,94110,37.751877,-122.4182835
794,fiore-caffè-san-francisco-2,Fiore Caffè,http://www.yelp.com/biz/fiore-caff%C3%A8-san-francisco-2,4156424822,3599 24th St,San Francisco,94110,37.7519111,-122.4227765
795,la-taqueria-san-francisco-2,La Taqueria,http://www.yelp.com/biz/la-taqueria-san-francisco-2,4152857117,2889 Mission St,San Francisco,94110,37.750884,-122.418055
796,sugoi-sushi-san-francisco,Sugoi Sushi,http://www.yelp.com/biz/sugoi-sushi-san-francisco,4154018442,1058 Valencia St,San Francisco,94110,37.7558549,-122.4210256
797,el-taco-loco-2-san-francisco,El Taco Loco 2,http://www.yelp.com/biz/el-taco-loco-2-san-francisco,4152827018,3274 24th St,San Francisco,94110,37.7523902,-122.4179043
798,la-corneta-san-francisco,La Corneta,http://www.yelp.com/biz/la-corneta-san-francisco,4158262336,2729 Mission St,San Francisco,94110,37.7534173,-122.4184434
799,beretta-san-francisco,Beretta,http://www.yelp.com/biz/beretta-san-francisco,4156951199,1199 Valencia St,San Francisco,94110,37.7537229,-122.4208069
800,el-trebol-restaurant-san-francisco,El Trebol Restaurant,http://www.yelp.com/biz/el-trebol-restaurant-san-francisco,4152856298,3324 24th St,San Francisco,94110,37.7522036,-122.4190241
801,thats-it-market-san-francisco,That's It Market,http://www.yelp.com/biz/thats-it-market-san-francisco,4152859833,2699 Mission  St,San Francisco,94110,37.7539339,-122.4185101
802,la-corneta-taqueria-san-francisco,La Corneta Taqueria,http://www.yelp.com/biz/la-corneta-taqueria-san-francisco,4156437001,2731 Mission St,San Francisco,94110,37.75338,-122.418194
803,chavas-restaurant-san-francisco,Chava's Restaurant,http://www.yelp.com/biz/chavas-restaurant-san-francisco,4152820283,2839 Mission St,San Francisco,94110,37.751588,-122.418251
804,la-traviata-san-francisco,La Traviata,http://www.yelp.com/biz/la-traviata-san-francisco,4152820500,2854 Mission St,San Francisco,94110,37.7513167,-122.4185842
805,loló-san-francisco-4,Loló,http://www.yelp.com/biz/lol%C3%B3-san-francisco-4,4156435656,3230 22nd St,San Francisco,94110,37.7555078,-122.4196014
806,eat-restaurant-san-francisco,EAT Restaurant,http://www.yelp.com/biz/eat-restaurant-san-francisco,4156175660,1152 Valencia St,San Francisco,94110,37.7544793,-122.4209188
807,big-mouth-burger-san-francisco,Big Mouth Burger,http://www.yelp.com/biz/big-mouth-burger-san-francisco,4158214821,3392 24th St,San Francisco,94110,37.752250817470994,-122.42045135982
808,radio-habana-social-club-san-francisco-3,Radio Habana Social Club,http://www.yelp.com/biz/radio-habana-social-club-san-francisco-3,4158247659,1109 Valencia St,San Francisco,94110,37.7551114,-122.4209626
809,velvet-cantina-san-francisco,Velvet Cantina,http://www.yelp.com/biz/velvet-cantina-san-francisco,4156484142,3349 23rd St,San Francisco,94110,37.7537014,-122.4194823
810,st-vincent-san-francisco,St. Vincent,http://www.yelp.com/biz/st-vincent-san-francisco,4152851200,1270 Valencia St,San Francisco,94110,37.7525034,-122.4208621
811,rosamunde-sausage-grill-san-francisco-2,Rosamunde Sausage Grill,http://www.yelp.com/biz/rosamunde-sausage-grill-san-francisco-2,4159709015,2832 Mission St,San Francisco,94110,37.7516328,-122.4185712
812,the-revolution-cafe-san-francisco,The Revolution Cafe,http://www.yelp.com/biz/the-revolution-cafe-san-francisco,4156420474,3248 22nd St,San Francisco,94110,37.7553513,-122.4198765
813,papalote-mexican-grill-san-francisco,Papalote Mexican Grill,http://www.yelp.com/biz/papalote-mexican-grill-san-francisco,4159708815,3409 24th St,San Francisco,94110,37.752013,-122.4210166
814,tuba-restaurant-san-francisco,Tuba Restaurant,http://www.yelp.com/biz/tuba-restaurant-san-francisco,4158268822,1007 Guerrero St,San Francisco,94110,37.7548979,-122.423102
815,heung-yuen-restaurant-san-francisco,Heung Yuen Restaurant,http://www.yelp.com/biz/heung-yuen-restaurant-san-francisco,4156482666,3279 22nd St,San Francisco,94110,37.7552783,-122.4204711
816,esperpento-san-francisco,Esperpento,http://www.yelp.com/biz/esperpento-san-francisco,4152828867,3295 22nd St,San Francisco,94110,37.7552226240977,-122.420739139635
817,el-majahual-restaurant-san-francisco,El Majahual Restaurant,http://www.yelp.com/biz/el-majahual-restaurant-san-francisco,4158217514,1142 Valencia St,San Francisco,94110,37.7545788,-122.421075
818,the-napper-tandy-san-francisco,The Napper Tandy,http://www.yelp.com/biz/the-napper-tandy-san-francisco,4155507510,3200 24th St,San Francisco,94110,37.7524356,-122.4164962
819,the-westwood-san-francisco,The WestWood,http://www.yelp.com/biz/the-westwood-san-francisco,4156411350,1152 Valencia St,San Francisco,94110,37.7547338695626,-122.421124249578
820,kiji-japanese-restaurant-and-sushi-bar-san-francisco,Kiji Japanese Restaurant and Sushi Bar,http://www.yelp.com/biz/kiji-japanese-restaurant-and-sushi-bar-san-francisco,4152820400,1009 Guerrero St,San Francisco,94110,37.7548425,-122.4230405
821,aslams-rasoi-san-francisco,Aslam's Rasoi,http://www.yelp.com/biz/aslams-rasoi-san-francisco,4156950599,1037 Valencia St,San Francisco,94110,37.7563428,-122.420926
822,garcon-french-restaurant-san-francisco,Garcon French Restaurant,http://www.yelp.com/biz/garcon-french-restaurant-san-francisco,4154018959,1101 Valencia St,San Francisco,94110,37.7552909,-122.4209678
823,the-crepe-house-san-francisco-4,The Crepe House,http://www.yelp.com/biz/the-crepe-house-san-francisco-4,4152852423,1132 Valencia St,San Francisco,94110,37.7547726,-122.4209459
824,the-flying-falafel-san-francisco,The Flying Falafel,http://www.yelp.com/biz/the-flying-falafel-san-francisco,4157452370,2847 MIssion St,San Francisco,94110,37.7515383,-122.4183957
825,company-restaurant-san-francisco-2,Company Restaurant,http://www.yelp.com/biz/company-restaurant-san-francisco-2,4153747479,1000 Guerrero St,San Francisco,94110,37.7550105,-122.4233331
826,foreign-cinema-san-francisco,Foreign Cinema,http://www.yelp.com/biz/foreign-cinema-san-francisco,4156487600,2534 Mission St,San Francisco,94110,37.756454,-122.4190057
827,missions-kitchen-san-francisco,Mission's Kitchen,http://www.yelp.com/biz/missions-kitchen-san-francisco,4156481577,2738 Mission St,San Francisco,94110,37.7531823,-122.4187215
828,beast-and-the-hare-san-francisco,Beast and The Hare,http://www.yelp.com/biz/beast-and-the-hare-san-francisco,4158211001,1001 Guerrero St,San Francisco,94110,37.755083,-122.423036
829,la-grotta-italian-restaurant-san-francisco,La Grotta Italian Restaurant,http://www.yelp.com/biz/la-grotta-italian-restaurant-san-francisco,4155506913,Mission Market Mall,San Francisco,94110,37.7556775,-122.4187883
830,silverstone-coffee-san-francisco,Silverstone Coffee,http://www.yelp.com/biz/silverstone-coffee-san-francisco,4152851512,3278 24th St,San Francisco,94110,37.7523861,-122.4180468
831,las-palmeras-restaurant-san-francisco,Las Palmeras Restaurant,http://www.yelp.com/biz/las-palmeras-restaurant-san-francisco,4152857796,2723 Mission St,San Francisco,94110,37.7535479,-122.4184952
832,boogaloos-san-francisco,Boogaloos,http://www.yelp.com/biz/boogaloos-san-francisco,4158244088,3296 22nd St,San Francisco,94110,37.7554865,-122.4206827
833,taqueria-san-jose-san-francisco,Taqueria San Jose,http://www.yelp.com/biz/taqueria-san-jose-san-francisco,4152820203,2830 Mission St,San Francisco,94110,37.7516651,-122.4184087
834,el-perol-restaurant-san-francisco,El Perol Restaurant,http://www.yelp.com/biz/el-perol-restaurant-san-francisco,4155508582,2590 Mission St,San Francisco,94110,37.7557870178596,-122.41876602172901
835,taqueria-la-altena-san-francisco-3,Taqueria La Altena,http://www.yelp.com/biz/taqueria-la-altena-san-francisco-3,4156418415,2588 Mission St,San Francisco,94110,37.7557087,-122.4187916
